That feeling when you finish a book and you're just not ready to leave the world or the characters behind.,"То чувство, когда заканчиваешь читать книгу и просто не готов расстаться с миром и персонажами.",Ce sentiment que vous ressentez lorsque vous terminez un livre et que vous n'êtes pas prêt à quitter le monde ou les personnages derrière vous.,,
"I'm pretty sure a good book is a time machine. You open it up, and suddenly hours have passed without you even noticing.","Я почти уверен, что хорошая книга — это машина времени. Открываешь её, и вдруг часы пролетают незаметно.","Je suis presque sûr qu'un bon livre est une machine à remonter le temps. On l'ouvre et soudain, des heures passent sans qu'on s'en aperçoive.",,
"Sometimes I'll start a book, read a few chapters, and think 'this is just okay.' Then, BAM, it hits its stride and becomes one of my all-time favorites.","Иногда я начинаю читать книгу, читаю несколько глав и думаю: «Всё в порядке». А потом — бац! — книга набирает обороты и становится одной из моих самых любимых.","Parfois, je commence un livre, j'en lis quelques chapitres et je me dis : « C'est pas mal. » Et puis, boum, il prend son envol et devient l'un de mes livres préférés.",,
I love discovering an author whose entire back catalogue I haven't read yet. It's like finding a treasure chest of future reads.,"Обожаю открывать для себя автора, чьи книги я ещё не читал. Это как найти ларец с сокровищами, полный будущих прочтений.",J'adore découvrir un auteur dont je n'ai pas encore lu tout le catalogue. C'est comme trouver un trésor de lectures futures.,,
The smell of an old bookstore is one of the best smells in the world. It's the scent of a thousand stories waiting to be told.,"Запах старого книжного магазина — один из лучших запахов в мире. Это аромат тысячи историй, ждущих своего часа.",L'odeur d'une vieille librairie est l'une des plus agréables au monde. C'est le parfum de mille histoires qui attendent d'être racontées.,,
I'm a sucker for a well-placed plot twist. The kind that makes you want to go back and reread the entire book just to see the clues you missed.,"Я обожаю удачные повороты сюжета. Такие, после которых хочется вернуться и перечитать всю книгу, чтобы увидеть пропущенные подсказки.",J'adore les rebondissements bien placés. Le genre qui donne envie de relire le livre en entier juste pour découvrir les indices manqués.,,
This book made me cry. I'm not ashamed. It was a good cry.,Эта книга заставила меня плакать. Мне не стыдно. Это были хорошие слёзы.,Ce livre m'a fait pleurer. Je n'en ai pas honte. C'était de bonnes larmes.,,
"I've been trying to get through this one for weeks. It's not bad, I'm just not in the right mood for it, I guess.","Я уже несколько недель пытаюсь это пережить. Вроде бы ничего страшного, просто сейчас не до этого.","J'essaie de m'en sortir depuis des semaines. Ce n'est pas si mal, je ne suis juste pas d'humeur, je suppose.",,
That moment when a book's ending feels less like a conclusion and more like a gentle whisper that the story is just beginning.,"Тот момент, когда окончание книги ощущается не как заключение, а скорее как тихий шепот о том, что история только начинается.",Ce moment où la fin d'un livre ressemble moins à une conclusion qu'à un doux murmure indiquant que l'histoire ne fait que commencer.,,
"I always judge a book by its cover. I know, I know. But sometimes a beautiful cover just promises a beautiful story.","Я всегда сужу о книге по обложке. Знаю, знаю. Но иногда красивая обложка просто обещает красивую историю.","Je juge toujours un livre à sa couverture. Je sais, je sais. Mais parfois, une belle couverture promet une belle histoire.",,
"I love books that introduce me to new worlds, but I also appreciate ones that make me see my own world in a new way.","Я люблю книги, которые открывают мне новые миры, но я также ценю те, которые заставляют меня увидеть свой собственный мир по-новому.","J’aime les livres qui me font découvrir de nouveaux mondes, mais j’apprécie aussi ceux qui me font voir mon propre monde d’une nouvelle manière.",,
I'm in a reading slump. I need something to grab me by the throat and not let go until the last page.,"У меня читательский кризис. Мне нужно что-то, что схватит меня за горло и не отпустит до последней страницы.",Je suis en panne de lecture. J'ai besoin de quelque chose qui me prenne à la gorge et qui ne me lâche pas jusqu'à la dernière page.,,
"This book needs a movie adaptation, but only if they do it justice. No cutting out half the plot, please.","Эту книгу нужно экранизировать, но только если экранизация будет достойной. Пожалуйста, не вырезайте половину сюжета.","Ce livre mériterait une adaptation cinématographique, mais seulement si elle lui rendait justice. Ne supprimez pas la moitié de l'intrigue, s'il vous plaît.",,
I love when an author writes a character so well that you feel like you actually know them. You mourn their losses and celebrate their victories.,"Обожаю, когда автор так хорошо прописывает персонажа, что кажется, будто ты его знаешь. Ты оплакиваешь его потери и празднуешь его победы.",J'adore quand un auteur décrit un personnage avec tant de finesse qu'on a l'impression de le connaître vraiment. On pleure ses pertes et on célèbre ses victoires.,,
"This book's pacing is perfect. I felt like I was on a roller coaster, a gentle climb followed by a stomach-lurching drop, all at exactly the right moments.","Темп повествования в этой книге идеален. Я чувствовала себя как на американских горках: плавный подъём сменяется падением, от которого сводит желудок, — и всё это в самые нужные моменты.","Le rythme de ce livre est parfait. J'ai eu l'impression d'être sur des montagnes russes, une douce montée suivie d'une chute vertigineuse, le tout au bon moment.",,
"I have a rule: if a book makes me miss my bus stop because I'm too engrossed in it, it's a keeper.","У меня есть правило: если книга заставляет меня опоздать на автобусную остановку, потому что я слишком поглощен ею, то ее можно оставить.","J'ai une règle : si un livre me fait rater mon arrêt de bus parce que je suis trop absorbé par lui, je le garde.",,
"I’m not usually a fan of this genre, but this author's writing is so compelling it completely won me over.","Я обычно не являюсь поклонником этого жанра, но стиль этого автора настолько убедителен, что полностью покорил меня.","Je ne suis généralement pas fan de ce genre, mais l'écriture de cet auteur est si convaincante qu'elle m'a complètement conquis.",,
I'm still thinking about the last line of that book. It's the kind of ending that just hangs in the air long after you've finished.,"Я всё ещё думаю над последней строкой этой книги. Это тот самый финал, который висит в воздухе ещё долго после того, как ты дочитал.",Je repense encore à la dernière phrase de ce livre. C'est le genre de fin qui reste en suspens longtemps après avoir terminé.,,
"There's a special kind of magic in finding a book you didn't know you needed, but that speaks to you on a fundamental level.","Есть что-то особенное в нахождении книги, о необходимости которой вы даже не подозревали, но которая затронула ваши глубинные струны души.","Il y a une sorte de magie particulière à trouver un livre dont vous ne saviez pas avoir besoin, mais qui vous parle à un niveau fondamental.",,
"This book has been on my 'to be read' list forever, and I'm so glad I finally picked it up. It lived up to all the hype.","Эта книга всегда была в моём списке «к прочтению», и я так рада, что наконец-то взялась за неё. Она оправдала все ожидания.","Ce livre était sur ma liste de livres à lire depuis toujours, et je suis ravie de l'avoir enfin choisi. Il a été à la hauteur de mes attentes.",,
"I love the way this author uses language. Every sentence feels carefully crafted, like a work of art.","Мне нравится, как этот автор использует язык. Каждое предложение кажется тщательно выверенным, словно произведение искусства.","J'adore la façon dont cet auteur utilise le langage. Chaque phrase semble soigneusement écrite, telle une œuvre d'art.",,
"I'm a big fan of books that are a bit messy and imperfect, just like life itself. The raw, honest stories are often the best.","Я большой поклонник книг, которые немного сумбурны и несовершенны, как сама жизнь. Именно такие, откровенные и искренние истории, часто оказываются самыми лучшими.","J'adore les livres un peu brouillons et imparfaits, à l'image de la vie elle-même. Les histoires brutes et sincères sont souvent les meilleures.",,
It's amazing how a few hundred pages of paper and ink can transport you to a completely different world and make you feel so much.,"Удивительно, как несколько сотен страниц бумаги и чернил могут перенести вас в совершенно иной мир и заставить вас почувствовать многое.",C'est incroyable de voir à quel point quelques centaines de pages de papier et d'encre peuvent vous transporter dans un monde complètement différent et vous faire ressentir tant de choses.,,
I love a book that challenges my preconceived notions and makes me see the world from a different perspective.,"Я люблю книги, которые бросают вызов моим предвзятым представлениям и заставляют меня увидеть мир с другой точки зрения.",J’aime les livres qui remettent en question mes idées préconçues et me font voir le monde sous un angle différent.,,
"Some books you read with your mind, and others you read with your heart. This was definitely a heart book.","Некоторые книги читаешь разумом, а другие — сердцем. Эта книга определённо была для сердца.","Certains livres se lisent avec l'esprit, d'autres avec le cœur. Celui-ci était sans conteste un livre du cœur.",,
The world-building in this one is phenomenal. The author clearly put so much thought into every detail.,Мир в этой книге просто феноменальный. Автор явно продумал каждую деталь.,La construction de l'univers est phénoménale. L'auteur a visiblement apporté une grande attention aux moindres détails.,,
I'm always impressed by authors who can write a gripping story without relying on cheap tricks or forced drama.,"Меня всегда впечатляли авторы, способные написать захватывающую историю, не прибегая к дешевым трюкам или наигранному драматизму.",Je suis toujours impressionné par les auteurs qui peuvent écrire une histoire captivante sans recourir à des astuces bon marché ou à un drame forcé.,,
I appreciate a book that doesn't talk down to its readers. It trusts you to be intelligent enough to connect the dots yourself.,"Я ценю книги, которые не унижают своих читателей. Они верят, что вы достаточно умны, чтобы самостоятельно связать все воедино.",J'apprécie un livre qui ne prend pas ses lecteurs de haut. Il vous fait confiance pour être suffisamment intelligent pour relier les points par vous-même.,,
This book felt like a warm hug. It's exactly what I needed at this moment in my life.,"Эта книга была словно тёплые объятия. Именно то, что мне было нужно в этот момент жизни.",Ce livre m'a fait l'effet d'une étreinte chaleureuse. C'est exactement ce dont j'avais besoin à ce moment précis de ma vie.,,
"I have to admit, I didn't get the hype about this book, but now that I've read it, I completely understand.","Признаюсь, я не разделяла восторгов по поводу этой книги, но теперь, прочитав ее, я все полностью понимаю.","Je dois admettre que je n'ai pas compris l'engouement suscité par ce livre, mais maintenant que je l'ai lu, je comprends parfaitement.",,
I'm obsessed with books that have footnotes or other little details that make the story feel richer and more real.,"Я обожаю книги со сносками и другими мелкими деталями, которые делают историю более богатой и реальной.",Je suis obsédé par les livres qui contiennent des notes de bas de page ou d’autres petits détails qui rendent l’histoire plus riche et plus réelle.,,
The dialogue in this book is so sharp and witty. I kept finding myself laughing out loud.,"Диалоги в этой книге такие острые и остроумные. Я постоянно ловил себя на том, что смеюсь во весь голос.",Les dialogues de ce livre sont si percutants et pleins d'esprit que je n'arrêtais pas de rire aux éclats.,,
This book has become my new comfort read. I know I'll be coming back to it whenever I need a little bit of magic in my life.,"Эта книга стала для меня новым чтением, которое я с удовольствием читаю. Я знаю, что буду возвращаться к ней всякий раз, когда мне понадобится немного волшебства в жизни.",Ce livre est devenu ma nouvelle lecture réconfortante. Je sais que j'y reviendrai dès que j'aurai besoin d'un peu de magie dans ma vie.,,
"Some books you read to escape, and some you read to find yourself. This one was definitely the latter.","Некоторые книги читаешь, чтобы сбежать от реальности, а некоторые — чтобы найти себя. Эта книга определённо относится к последнему варианту.","Certains livres servent à s'évader, d'autres à se retrouver. Celui-ci était sans conteste la seconde option.",,
"I'm a big fan of books that have flawed, relatable characters. Perfection is boring.","Я большой поклонник книг с персонажами, имеющими недостатки, но вызывающими сопереживание. Идеальность скучна.",J'adore les livres avec des personnages imparfaits mais attachants. La perfection est ennuyeuse.,,
I love the subtle metaphors and symbolism in this book. It's the kind of story that reveals more of itself with every re-read.,"Мне нравятся тонкие метафоры и символизм в этой книге. Это та история, которая раскрывается всё больше с каждым перечитыванием.",J'adore les métaphores subtiles et le symbolisme de ce livre. C'est le genre d'histoire qui se révèle davantage à chaque relecture.,,
This book has a way of making the mundane feel magical and the extraordinary feel completely believable.,"Эта книга способна сделать обыденное волшебным, а необычное — совершенно правдоподобным.",Ce livre a le don de rendre le banal magique et l'extraordinaire complètement crédible.,,
"I'm obsessed with the world the author created. I wish I could live there, even just for a little while.","Я в восторге от мира, созданного автором. Хотелось бы пожить там хотя бы немного.","Je suis obsédé par le monde créé par l'auteur. J'aimerais pouvoir y vivre, ne serait-ce qu'un instant.",,
The audiobook version of this book is incredible. The narrator's performance added so much depth to the story.,Аудиоверсия этой книги просто потрясающая. Игра чтеца придала истории ещё большую глубину.,La version audio de ce livre est incroyable. La performance du narrateur ajoute une profondeur incroyable à l'histoire.,,
I love how this book doesn't give you all the answers. It respects you enough to let you think and draw your own conclusions.,"Мне нравится, что эта книга не даёт вам всех ответов. Она достаточно уважительна к вам, чтобы позволить вам думать и делать собственные выводы.",J'aime le fait que ce livre ne vous donne pas toutes les réponses. Il vous respecte suffisamment pour vous laisser réfléchir et tirer vos propres conclusions.,,
"This book is a masterclass in tension. I was on the edge of my seat the entire time, my heart pounding with every turn of the page.","Эта книга — настоящий мастер-класс по напряжению. Я всё время сидела на краю стула, моё сердце колотилось с каждой страницей.","Ce livre est une véritable leçon de tension. J'étais en haleine tout au long de la lecture, le cœur battant à tout rompre à chaque page.",,
"I'm a huge fan of the author's writing style. It's so unique and distinct, you can tell it's their work from the first paragraph.","Я большой поклонник стиля этого автора. Он настолько уникален и самобытен, что с первого абзаца становится понятно, что это его работа.",J'adore le style d'écriture de l'auteur. Il est si unique et distinctif qu'on le reconnaît dès le premier paragraphe.,,
"This book has a beautiful, timeless quality to it. I have no doubt that people will still be reading and loving it a hundred years from now.","Эта книга прекрасна и неподвластна времени. Не сомневаюсь, что люди будут читать её и любить даже через сто лет.","Ce livre a une beauté intemporelle. Je suis convaincu que dans cent ans, on le lira et l'appréciera encore.",,
"Some books you read and forget, but this one will stay with me for a long, long time.","Некоторые книги читаешь и забываешь, но эта останется со мной надолго.","Certains livres sont lus et oubliés, mais celui-ci restera gravé dans ma mémoire pendant très, très longtemps.",,
"The character development in this story is fantastic. They start in one place and end in a completely different one, and you believe every step of the journey.","Развитие персонажей в этой истории просто фантастическое. Они начинаются в одном месте, а заканчиваются совершенно в другом, и ты веришь в каждый шаг этого путешествия.","L'évolution des personnages dans cette histoire est fantastique. Ils commencent à un endroit et se terminent dans un endroit complètement différent, et on y croit à chaque étape du voyage.",,
I love a book that makes me want to learn more about a subject I knew nothing about before.,"Мне нравятся книги, которые заставляют меня захотеть узнать больше о предмете, о котором я раньше ничего не знал.",J’adore un livre qui me donne envie d’en savoir plus sur un sujet que je ne connaissais pas auparavant.,,
The world-building here is so immersive. It's not just a backdrop, it feels like a character in its own right.,"Мир здесь настолько захватывающий, что не просто фон, а полноценный персонаж.",L'univers créé ici est tellement immersif. Il ne s'agit pas seulement d'un décor , on a l'impression qu'il s'agit d'un personnage à part entière.
"I appreciate how this book handles difficult topics with grace and honesty, without being preachy or sensational.","Мне нравится, как эта книга изящно и честно рассматривает сложные темы, не прибегая к нравоучениям или сенсационности.","J’apprécie la façon dont ce livre traite des sujets difficiles avec grâce et honnêteté, sans être moralisateur ou sensationnaliste.",,
"This book has a beautiful, melancholy feel to it. It's the kind of sad that's also full of hope.",Эта книга проникнута прекрасной меланхолией. Она одновременно грустная и полная надежды.,Ce livre dégage une atmosphère magnifique et mélancolique. C'est une tristesse à la fois pleine d'espoir.,,
The author's prose is so beautiful it's almost a character in the story itself.,"Проза автора настолько прекрасна, что сама по себе становится персонажем истории.",La prose de l’auteur est si belle qu’elle est presque un personnage de l’histoire elle-même.,,
"I've reread this one so many times I can practically quote it from memory, but it never gets old.","Я перечитывал эту книгу так часто, что могу цитировать ее практически наизусть, но она никогда не надоест.","Je l'ai relu tellement de fois que je peux pratiquement le citer de mémoire, mais il ne vieillit jamais.",,
"This book is a perfect blend of humor and heart. It made me laugh and then made me tear up, all within a few pages.","Эта книга — идеальное сочетание юмора и душевности. Она заставила меня смеяться, а затем плакать — и всё это всего за несколько страниц.","Ce livre est un parfait mélange d'humour et de tendresse. Il m'a fait rire et pleurer, tout cela en quelques pages.",,
The tension in this one is amazing. The author knows exactly how to build suspense and keep you guessing until the very end.,"Напряжение в этой книге просто потрясающее. Автор точно знает, как создать интригу и держать читателя в напряжении до самого конца.",La tension est incroyable dans ce roman. L'auteur sait parfaitement créer du suspense et vous tenir en haleine jusqu'au bout.,,
Some books feel like a conversation with a wise friend. This one was definitely like that.,Некоторые книги воспринимаются как беседа с мудрым другом. Эта книга была именно такой.,Certains livres ressemblent à une conversation avec un ami sage. C'était assurément le cas avec celui-ci.,,
I love a book where the setting is so vividly described that it feels like I've actually been there.,"Мне нравятся книги, где место действия описано настолько живо, что создается ощущение, будто я действительно там побывал.",J'adore les livres où le décor est décrit de manière si vivante que j'ai l'impression d'y avoir réellement été.,,
"The author's voice is so distinct and compelling. I would read anything they write, regardless of the subject.","Голос автора настолько выразителен и убедителен. Я бы прочитал всё, что он написал, независимо от темы.","La voix de l'auteur est si distincte et convaincante. Je lirais tout ce qu'il écrit, quel que soit le sujet.",,
This book is a perfect example of why you should never judge a book by its genre. I was completely surprised by how much I loved it.,"Эта книга — прекрасный пример того, почему никогда не стоит судить о книге по её жанру. Я был совершенно удивлён, насколько она мне понравилась.",Ce livre est un parfait exemple de la raison pour laquelle il ne faut jamais juger un livre sur son genre. J'ai été complètement surpris de l'avoir adoré.,,
I'm a big fan of stories that explore the nuances of human relationships. This one did that beautifully.,"Я большой поклонник историй, раскрывающих тонкости человеческих отношений. В этой книге это сделано просто великолепно.",J'adore les histoires qui explorent les nuances des relations humaines. Celle-ci le fait magnifiquement.,,
The emotional depth of this book is incredible. It's not just a story, it's an experience.,"Эмоциональная глубина этой книги невероятна. Это не просто история, это переживание.","La profondeur émotionnelle de ce livre est incroyable. Ce n'est pas seulement une histoire, c'est une expérience.",
I love a book that makes me think long after I've turned the last page. This one has me questioning a lot of things.,"Обожаю книги, которые заставляют меня думать ещё долго после того, как я перевернул последнюю страницу. Эта книга заставляет меня сомневаться во многих вещах.",J'adore les livres qui me font réfléchir longtemps après avoir tourné la dernière page. Celui-ci me fait remettre beaucoup de choses en question.,,
The pacing of this story is amazing. It's a slow burn that builds to an explosive climax.,"Темп этой истории просто потрясающий. Она медленно развивается, приводя к взрывной кульминации.",Le rythme de cette histoire est incroyable. C'est une progression lente qui mène à un dénouement explosif.,,
This book is a powerful reminder of why reading is so important. It expands your mind and your heart.,"Эта книга — мощное напоминание о том, почему чтение так важно. Она расширяет ваш разум и сердце.",Ce livre nous rappelle avec force l'importance de la lecture. Il ouvre l'esprit et le cœur.,,
I love how this book uses humor to tackle serious topics. It makes it so much more accessible and relatable.,"Мне нравится, как эта книга использует юмор для раскрытия серьёзных тем. Это делает её гораздо более доступной и понятной.",J'adore la façon dont ce livre utilise l'humour pour aborder des sujets sérieux. Cela le rend beaucoup plus accessible et pertinent.,,
I just finished this book in one sitting. What a ride!,Я только что прочитала эту книгу за один присест. Какая поездка!,Je viens de terminer ce livre d'une traite. Quelle aventure !,,
The world-building in this series is absolutely incredible.,Создание мира в этой серии абсолютно невероятно.,La construction du monde dans cette série est absolument incroyable.,,
I'm having a hard time getting into this one. Does it get better?,Мне сложно в это вникнуть. Будет ли лучше?,J'ai du mal à m'y mettre. Ça va s'améliorer ?,,
Just bought a new book and the cover art is stunning.,Только что купил новую книгу. Обложка потрясающая.,Je viens d'acheter un nouveau livre et la couverture est magnifique.,,
I think I've read this author's other books but this one is my favorite so far.,"Думаю, я читал и другие книги этого автора, но эта — моя любимая на данный момент.","Je pense avoir lu d'autres livres de cet auteur, mais celui-ci est mon préféré jusqu'à présent.",,
The ending left me completely speechless. I need to talk to someone about it.,Концовка меня совершенно лишила дара речи. Мне нужно с кем-нибудь об этом поговорить.,La fin m'a laissé sans voix. J'ai besoin d'en parler à quelqu'un.,,
I'm rereading this classic for the third time and I'm still finding new things to appreciate.,"Я перечитываю эту классику уже в третий раз и все еще нахожу в ней что-то новое, что можно оценить.",Je relis ce classique pour la troisième fois et je trouve encore de nouvelles choses à apprécier.,,
I love how the author wove historical facts into this fictional story.,"Мне нравится, как автор вплел исторические факты в эту вымышленную историю.",J’aime la façon dont l’auteur a tissé des faits historiques dans cette histoire fictive.,,
This book feels like a warm hug. It's exactly what I needed.,"Эта книга словно тёплые объятия. Именно то, что мне было нужно.",Ce livre est comme une étreinte chaleureuse. C'est exactement ce dont j'avais besoin.,,
"I couldn't connect with any of the characters, unfortunately.","К сожалению, мне не удалось найти общий язык ни с одним персонажем.",Je n'ai malheureusement pas réussi à m'identifier à aucun des personnages.,,
"The prose is so beautiful and poetic, it's a pleasure to read.","Проза настолько прекрасна и поэтична, что читать ее одно удовольствие.","La prose est si belle et poétique, c'est un plaisir à lire.",,
Why did I wait so long to read this? It's a masterpiece.,"Почему я так долго ждал, чтобы прочитать это? Это шедевр.",Pourquoi ai-je attendu si longtemps pour lire ça ? C'est un chef-d'œuvre.,,
I'm taking a break from heavy fiction and reading some light-hearted non-fiction.,Я делаю перерыв в чтении тяжелой художественной литературы и читаю что-нибудь легкое и познавательное.,Je fais une pause dans la fiction lourde et je lis des ouvrages de non-fiction légers.,,
This book has a plot twist that I did NOT see coming.,"В этой книге есть поворот сюжета, которого я НЕ ожидал.",Ce livre a un rebondissement que je n'ai PAS vu venir.,,
"I'm a sucker for a good fantasy epic, and this one delivers.","Я обожаю хорошее фэнтезийное эпическое произведение, и это произведение мне очень подходит.","Je suis un fan des bonnes épopées fantastiques, et celle-ci est à la hauteur.",,
The dialogue in this book is so witty and sharp.,Диалоги в этой книге очень остроумные и острые.,Les dialogues de ce livre sont si spirituels et percutants.,,
I'm a bit overwhelmed by the number of characters. I need a character list!,Я немного ошеломлён количеством персонажей. Мне нужен список персонажей!,Je suis un peu dépassé par le nombre de personnages. J'ai besoin d'une liste de personnages !,,
I love when a book makes me think about it long after I've finished.,"Мне нравится, когда книга заставляет меня думать о ней еще долго после того, как я ее дочитал.",J'aime quand un livre me fait réfléchir longtemps après l'avoir terminé.,,
This book made me cry. A lot.,Эта книга заставила меня плакать. Очень сильно.,Ce livre m'a fait pleurer. Beaucoup.,,
"I'm halfway through and I have no idea where it's going, but I'm loving the journey.","Я уже на полпути и понятия не имею, куда всё ведёт, но мне нравится это путешествие.","J'en suis à la moitié et je n'ai aucune idée de l'endroit où cela va, mais j'adore le voyage.",,
"The pacing feels a little slow, but I'm trusting the author.","Темп повествования немного замедлен, но я доверяю автору.","Le rythme semble un peu lent, mais je fais confiance à l'auteur.",,
I'm starting a new book club and this is our first pick!,"Я открываю новый книжный клуб, и это наш первый выбор!",Je commence un nouveau club de lecture et c'est notre premier choix !,,
"I've been in a reading slump, but this book finally pulled me out of it.","У меня был читательский кризис, но эта книга наконец-то вытащила меня из него.","J'étais dans une période de manque de lecture, mais ce livre m'en a finalement sorti.",,
I wish I could read this book for the first time again.,Мне бы хотелось снова прочитать эту книгу в первый раз.,J’aimerais pouvoir relire ce livre pour la première fois.,,
The footnotes in this book are actually more interesting than the main story.,Сноски в этой книге на самом деле интереснее основного текста.,Les notes de bas de page de ce livre sont en fait plus intéressantes que l’histoire principale.,,
I love how this book subverts common tropes.,"Мне нравится, как эта книга рушит общепринятые стереотипы.",J’aime la façon dont ce livre subvertit les clichés courants.,,
"This is the first book I've read by this author, but it won't be the last.","Это первая книга этого автора, которую я прочитал, но далеко не последняя.","C'est le premier livre que je lis de cet auteur, mais ce ne sera pas le dernier.",,
I just spent a whole afternoon in a bookstore and it was glorious.,"Я только что провел целый день в книжном магазине, и это было чудесно.",Je viens de passer un après-midi entier dans une librairie et c'était magnifique.,,
I'm trying to read more books from different cultures and perspectives.,Я стараюсь читать больше книг о разных культурах и точках зрения.,J'essaie de lire davantage de livres issus de cultures et de perspectives différentes.,,
The audiobook narrator is doing an amazing job bringing the characters to life.,"Диктор аудиокниги проделывает потрясающую работу, оживляя персонажей.",Le narrateur du livre audio fait un travail incroyable en donnant vie aux personnages.,,
I'm so invested in this series. I need to know what happens next!,"Я так увлечена этим сериалом. Мне нужно знать, что будет дальше!",Je suis tellement investi dans cette série. J'ai besoin de savoir ce qui va se passer ensuite !,,
I'm a bit disappointed with the direction the story took in the second half.,"Я немного разочарован направлением, которое приняла история во второй половине.",Je suis un peu déçu de la direction que l'histoire a prise dans la seconde moitié.,,
I love the smell of old books.,Я люблю запах старых книг.,J'adore l'odeur des vieux livres.,,
This book has a very unique premise. I've never read anything like it.,У этой книги совершенно уникальная идея. Я никогда не читал ничего подобного.,Ce livre a une intrigue vraiment unique. Je n'ai jamais rien lu de tel.,,
The character development in this novel is top-notch.,Развитие персонажей в этом романе первоклассное.,Le développement des personnages dans ce roman est de premier ordre.,,
I'm reading this for a school assignment and I'm genuinely enjoying it.,Я читаю это по школьному заданию и мне это действительно нравится.,Je lis ceci pour un devoir scolaire et je l'apprécie vraiment.,,
This book feels like a conversation with a good friend.,Эта книга похожа на беседу с хорошим другом.,Ce livre ressemble à une conversation avec un bon ami.,,
I'm trying to read more classics this year. Any recommendations?,В этом году я стараюсь читать больше классики. Есть какие-нибудь рекомендации?,J'essaie de lire plus de classiques cette année. Des recommandations ?,,
"The imagery the author creates is so vivid, I can almost see it.","Образы, созданные автором, настолько яркие, что я почти могу их увидеть.",L’imagerie créée par l’auteur est si vivante que je peux presque la voir.,,
I'm a sucker for a good book recommendation from a friend.,Я обожаю получать рекомендации хороших книг от друзей.,J'adore recevoir une bonne recommandation de livre de la part d'un ami.,,
I'm reading a book about books. How meta!,Я читаю книгу о книгах. Как мета!,Je lis un livre sur les livres. C'est méta !,,
"I've been carrying this book with me everywhere, just in case I have a few minutes to read.","Я ношу эту книгу с собой везде, на всякий случай, если у меня появится несколько минут для чтения.","J'ai toujours emporté ce livre avec moi, au cas où j'aurais quelques minutes pour le lire.",,
The author's voice is so distinct and compelling.,Голос автора настолько отчетлив и убедителен.,La voix de l’auteur est si distincte et convaincante.,,
I'm a bit bored with the main character. I wish we could follow a side character instead.,"Мне немного скучно с главным героем. Хотелось бы, чтобы мы могли следить за второстепенным персонажем.",Je m'ennuie un peu avec le personnage principal. J'aimerais qu'on puisse suivre un personnage secondaire à la place.,,
"This book is a slow burn, but it's totally worth it.","Эта книга читается медленно, но она того стоит.","Ce livre est lent à lire, mais il en vaut vraiment la peine.",,
The research that must have gone into writing this is impressive.,"Исследования, проделанные при написании этой статьи, впечатляют.",Les recherches qui ont dû être effectuées pour écrire ceci sont impressionnantes.,,
I love when a book teaches me something new.,"Мне нравится, когда книга учит меня чему-то новому.",J’aime quand un livre m’apprend quelque chose de nouveau.,,
The humor in this book is right up my alley.,Юмор в этой книге мне очень по душе.,L’humour de ce livre me convient parfaitement.,,
I'm starting a reading journal to keep track of all the books I'm reading.,"Я начинаю вести читательский дневник, чтобы отслеживать все прочитанные мной книги.",Je commence un journal de lecture pour garder une trace de tous les livres que je lis.,,
I'm finding it hard to get motivated to read right now.,Сейчас мне трудно мотивировать себя на чтение.,J'ai du mal à me motiver à lire en ce moment.,,
I'm so glad I picked this up on a whim. It's a hidden gem.,"Я так рада, что случайно наткнулась на эту книгу. Это настоящая находка.",Je suis tellement contente de l'avoir choisi sur un coup de tête. C'est un trésor caché.,,
"The ending felt a little rushed, but the rest of the book was great.","Концовка показалась немного скомканной, но остальная часть книги замечательная.","La fin semble un peu précipitée, mais le reste du livre est génial.",,
"I'm a fan of a good dystopian novel, and this one is fantastic.","Я поклонник хороших антиутопических романов, а этот просто фантастичен.","Je suis fan d'un bon roman dystopique, et celui-ci est fantastique.",,
I'm reading a biography of my favorite author. It's so fascinating.,Я читаю биографию моего любимого автора. Это так увлекательно.,Je lis une biographie de mon auteur préféré. C'est tellement fascinant.,,
This book is making me hungry. The descriptions of food are so good.,Эта книга пробуждает во мне голод. Описания еды такие замечательные.,Ce livre me donne faim. Les descriptions des plats sont vraiment bonnes.,,
"I'm reading a physical book, but I'm also listening to the audiobook at the same time.","Я читаю бумажную книгу, но одновременно слушаю аудиокнигу.","Je lis un livre physique, mais j'écoute aussi le livre audio en même temps.",,
I'm trying to read more diverse authors and this is my first step.,"Я стараюсь читать больше разнообразных авторов, и это мой первый шаг.",J'essaie de lire des auteurs plus diversifiés et c'est ma première étape.,,
I love the sense of community on Goodreads.,Мне нравится чувство общности на Goodreads.,J’adore le sens de la communauté sur Goodreads.,,
I'm reading this with my partner and we're having so many good discussions about it.,"Я читаю это вместе со своим партнером, и у нас происходит много полезных дискуссий на эту тему.",Je lis ceci avec mon partenaire et nous avons de très bonnes discussions à ce sujet.,,
The antagonist in this book is so complex and interesting.,Антагонист в этой книге очень сложный и интересный.,L’antagoniste de ce livre est si complexe et intéressant.,,
